round	mode	prog_id	app	runner	prog_name	prog_type	verdict	phase	rc	errno	duration_ms	opt_sha256	insn_before	insn_after	sites_applied	summary
1	default11	396	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		13		2174			create dummy BPF map id 2346 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/396/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	397	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		18	f9633152a79d96d3d6f68d562ed8424752a1dcc1848c161facf61ab7ecb99292	255	246	7	
1	default11	398	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		11		2109			create dummy BPF map id 2318 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/398/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	399	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		16		1021			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	400	tetragon/observer	tetragon	generic_retkpro	kprobe	unverifiable	verifier_states	1		11		2084			create dummy BPF map id 2364 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/400/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	401	tetragon/observer	tetragon	generic_retkpro	kprobe	error	bpfopt	1		14		771			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	402	tetragon/observer	tetragon	generic_retkpro	kprobe	error	bpfopt	1		1		128			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	403	tetragon/observer	tetragon	generic_retkpro	kprobe	unverifiable	verifier_states	1		206		3041			  0: .1........ (bf) r9 = r1 |   1: .........9 (79) r1 = *(u64 *)(r9 +80) |   2: .1.......9 (7b) *(u64 *)(r10 -128) = r1 |   4: ......6..9 (63) *(u32 *)(r10 -132) = r6 |   5: ......6..9 (bf) r2 = r10 |   7: ..2...6..9 (18) r1 = 0xffff8c1bc275d600 |   9: .12...6..9 (85) call bpf_map_lookup_elem#1 |  10: 0.....6..9 (bf) r8 = r0
1	default11	404	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	405	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		20		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -172) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c185199a200 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	406	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		9		400			create dummy BPF map id 2620 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/406/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	407	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		14		2174			create dummy BPF map id 2427 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/407/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	408	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		13		2109			create dummy BPF map id 2399 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/408/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	409	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		16		1021			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	410	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		18	2d2cc4e123cf93a616d56f71f21be5d881201c6620088ed8be284f4460e8a9f4	255	246	7	
1	default11	411	tetragon/observer	tetragon	generic_retkpro	kprobe	unverifiable	verifier_states	1		8		2084			create dummy BPF map id 2439 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/411/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	412	tetragon/observer	tetragon	generic_retkpro	kprobe	error	bpfopt	1		15		771			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	413	tetragon/observer	tetragon	generic_retkpro	kprobe	error	bpfopt	1		1		128			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	414	tetragon/observer	tetragon	generic_retkpro	kprobe	unverifiable	verifier_states	1		212		3041			  0: .1........ (bf) r9 = r1 |   1: .........9 (79) r1 = *(u64 *)(r9 +80) |   2: .1.......9 (7b) *(u64 *)(r10 -128) = r1 |   4: ......6..9 (63) *(u32 *)(r10 -132) = r6 |   5: ......6..9 (bf) r2 = r10 |   7: ..2...6..9 (18) r1 = 0xffff8c1a2d2a3a00 |   9: .12...6..9 (85) call bpf_map_lookup_elem#1 |  10: 0.....6..9 (bf) r8 = r0
1	default11	415	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		25		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -172) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c212aea3c00 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	416	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		16		1021			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	417	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		12		2109			create dummy BPF map id 2474 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/417/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	418	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		19	3dfcb3c0942dcc65913b57e4ddf979df4a76a83de807434df8542f292e5194c1	255	246	7	
1	default11	419	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	420	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		13		2174			create dummy BPF map id 2502 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/420/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	421	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		8		400			create dummy BPF map id 2675 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/421/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	422	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		19		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -172) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c3504bd1a00 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	423	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		8		400			create dummy BPF map id 2719 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/423/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	424	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		18	2df8b41acdc2fc7c0ab4509df4a951cdfdac5299d672cb44a5d4c4d3fc59268e	255	246	7	
1	default11	425	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	426	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		10		2109			create dummy BPF map id 2514 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/426/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	427	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		16		1021			error: map_inline requires a concrete snapshot value for map 2348 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2348 key 00000000
1	default11	428	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		20		2174			create dummy BPF map id 2542 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/428/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	429	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		17		1021			error: map_inline requires a concrete snapshot value for map 2759 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2759 key 00000000
1	default11	430	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		13		400			create dummy BPF map id 2784 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/430/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	431	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		14		2174			create dummy BPF map id 2757 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/431/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	432	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 2759 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2759 key 00000000
1	default11	433	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		10		2109			create dummy BPF map id 2729 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/433/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	434	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		17	299773abbfa285a3a724a2819da5d712df77c4e8ec47dd20126decef82ec6e17	255	246	7	
1	default11	435	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		19		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -172) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c18861c3800 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	436	tetragon/observer	tetragon	generic_tracepo	tracepoint	unverifiable	verifier_states	1		8		2436			create dummy BPF map id 2844 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/436/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	437	tetragon/observer	tetragon	generic_tracepo	tracepoint	error	bpfopt	1		15		992			error: map_inline requires a concrete snapshot value for map 2838 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2838 key 00000000
1	default11	438	tetragon/observer	tetragon	generic_tracepo	tracepoint	unverifiable	verifier_states	1		16		2174			create dummy BPF map id 2831 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/438/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	439	tetragon/observer	tetragon	generic_tracepo	tracepoint	unverifiable	verifier_states	1		9		2109			create dummy BPF map id 2803 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/439/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	440	tetragon/observer	tetragon	generic_tracepo	tracepoint	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 2838 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2838 key 00000000
1	default11	441	tetragon/observer	tetragon	generic_tracepo	tracepoint	unverifiable	verifier_states	1		19		3136			  0: .1........ (bf) r6 = r1 |   1: ......6... (b7) r1 = 0 |   2: .1....6... (63) *(u32 *)(r10 -164) = r1 |   3: ......6... (bf) r2 = r10 |   5: ..2...6... (18) r1 = 0xffff8c3504bd0600 |   7: .12...6... (85) call bpf_map_lookup_elem#1 |   8: 0.....6... (bf) r7 = r0 |  13: ......67.9 (61) r1 = *(u32 *)(r7 +4)
1	default11	442	tetragon/observer	tetragon	generic_rawtp_s	raw_tracepoint	accepted	bpfverify	0		16	cb55a6fb369d7a6b09b171acae4280db65c4c45dc645f812a2980fdd150c7c88	122	119	5	
1	default11	443	tetragon/observer	tetragon	generic_rawtp_p	raw_tracepoint	unverifiable	verifier_states	1		19		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -164) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c1df9024a00 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	444	tetragon/observer	tetragon	generic_rawtp_p	raw_tracepoint	unverifiable	verifier_states	1		14		2174			create dummy BPF map id 2903 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/444/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	445	tetragon/observer	tetragon	generic_rawtp_o	raw_tracepoint	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 2927 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2927 key 00000000
1	default11	446	tetragon/observer	tetragon	generic_rawtp_e	raw_tracepoint	unverifiable	verifier_states	1		8		400			create dummy BPF map id 2939 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/446/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	447	tetragon/observer	tetragon	generic_rawtp_f	raw_tracepoint	unverifiable	verifier_states	1		11		2109			create dummy BPF map id 2875 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/447/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	448	tetragon/observer	tetragon	generic_rawtp_a	raw_tracepoint	error	bpfopt	1		15		771			error: map_inline requires a concrete snapshot value for map 2927 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2927 key 00000000
1	default11	449	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		16		1021			error: map_inline requires a concrete snapshot value for map 2979 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2979 key 00000000
1	default11	450	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		22		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -172) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c1df9027e00 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	451	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		10		2109			create dummy BPF map id 2949 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/451/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	452	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 2979 key 0x00000000 at lookup pc 7: map_values snapshot missing map 2979 key 00000000
1	default11	453	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		18	9d78b6097a8bad49fe2ed711304c0b887ab0626829a2678c1ba97fa87a8f0c89	255	246	7	
1	default11	454	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		14		2174			create dummy BPF map id 2977 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/454/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	455	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		9		400			create dummy BPF map id 2991 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/455/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	456	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 3053 key 0x00000000 at lookup pc 7: map_values snapshot missing map 3053 key 00000000
1	default11	457	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		25		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -172) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c212aea3800 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	458	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		20	23362b01aca8d3ee561010d072495ace47877e8c0eb302535247cebb8d56ba52	255	246	7	
1	default11	459	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		14		400			create dummy BPF map id 3082 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/459/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	460	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		18		1021			error: map_inline requires a concrete snapshot value for map 3053 key 0x00000000 at lookup pc 7: map_values snapshot missing map 3053 key 00000000
1	default11	461	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		14		2109			create dummy BPF map id 3023 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/461/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	462	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		13		2174			create dummy BPF map id 3051 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/462/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	463	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		9		400			create dummy BPF map id 3139 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/463/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	464	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		7		2109			create dummy BPF map id 3097 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/464/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	465	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		12		2174			create dummy BPF map id 3125 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/465/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	466	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		18		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -172) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c1df9025a00 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	467	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		16		1021			error: map_inline requires a concrete snapshot value for map 3127 key 0x00000000 at lookup pc 7: map_values snapshot missing map 3127 key 00000000
1	default11	468	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 3127 key 0x00000000 at lookup pc 7: map_values snapshot missing map 3127 key 00000000
1	default11	469	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		21	3f57859d735efc26837e65f8b58de0b3b72db5cc8fdb9ffcc1fa55984e1d498f	255	246	7	
1	default11	470	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		19		3582			  0: .1........ (bf) r9 = r1 |   1: .........9 (b7) r1 = 0 |   2: .1.......9 (63) *(u32 *)(r10 -172) = r1 |   3: .........9 (bf) r2 = r10 |   5: ..2......9 (18) r1 = 0xffff8c1c5b622600 |   7: .12......9 (85) call bpf_map_lookup_elem#1 |   8: 0........9 (bf) r7 = r0 |  13: .......789 (61) r1 = *(u32 *)(r7 +4)
1	default11	471	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		1		380			error: map_inline requires a concrete snapshot value for map 3200 key 0x00000000 at lookup pc 7: map_values snapshot missing map 3200 key 00000000
1	default11	472	tetragon/observer	tetragon	generic_kprobe_	kprobe	accepted	bpfverify	0		18	3382f66fa041713b2564b78a86053df038de4e43c6e00c4ff4a981e9642f91b5	255	246	7	
1	default11	473	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		14		2174			create dummy BPF map id 3198 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/473/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	474	tetragon/observer	tetragon	generic_kprobe_	kprobe	error	bpfopt	1		16		1021			error: map_inline requires a concrete snapshot value for map 3200 key 0x00000000 at lookup pc 7: map_values snapshot missing map 3200 key 00000000
1	default11	475	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		13		400			create dummy BPF map id 3451 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/475/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	476	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		7		2109			create dummy BPF map id 3170 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/476/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	477	tetragon/observer	tetragon	generic_retkpro	kprobe	error	bpfopt	1		15		771			error: map_inline requires a concrete snapshot value for map 3200 key 0x00000000 at lookup pc 7: map_values snapshot missing map 3200 key 00000000
1	default11	478	tetragon/observer	tetragon	generic_retkpro	kprobe	error	bpfopt	1		1		128			error: map_inline requires a concrete snapshot value for map 3200 key 0x00000000 at lookup pc 7: map_values snapshot missing map 3200 key 00000000
1	default11	479	tetragon/observer	tetragon	generic_retkpro	kprobe	unverifiable	verifier_states	1		205		3041			  0: .1........ (bf) r9 = r1 |   1: .........9 (79) r1 = *(u64 *)(r9 +80) |   2: .1.......9 (7b) *(u64 *)(r10 -128) = r1 |   4: ......6..9 (63) *(u32 *)(r10 -132) = r6 |   5: ......6..9 (bf) r2 = r10 |   7: ..2...6..9 (18) r1 = 0xffff8c1df9024c00 |   9: .12...6..9 (85) call bpf_map_lookup_elem#1 |  10: 0.....6..9 (bf) r8 = r0
1	default11	480	tetragon/observer	tetragon	generic_retkpro	kprobe	unverifiable	verifier_states	1		16		2084			create dummy BPF map id 3216 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/480/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	481	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		8		400			create dummy BPF map id 3509 type 13 key_size 4 value_size 4 max_entries 128 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/481/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
1	default11	482	tetragon/observer	tetragon	generic_kprobe_	kprobe	unverifiable	verifier_states	1		15		2174			create dummy BPF map id 3279 type 12 key_size 4 value_size 4 max_entries 8 from /home/yunwei37/workspace/bpf-benchmark/corpus/results/x86_kvm_corpus_20260430_193236_794969/details/workdirs/482/map_fds.json: BPF_MAP_CREATE: Invalid argument (os error 22)
