token	arch	round	condition	bench	runtime	sample_index	inner_repeat	exec_ns	wall_exec_ns	exec_cycles	compile_ns	native_code_bytes	bpf_bytecode_bytes	result_ok	passes	perf_error
pfd-v3-x86-r3-control	x86	3	control	prefetch_single_first_deref	kernel	0	10000	43	6446	16115	4770194	510	920	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_single_first_deref	kernel	1	10000	43	6377	15942	3927051	510	920	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_single_first_deref	kernel	2	10000	44	9294	23234	3874407	510	920	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_single_first_deref	kernel	3	10000	45	5524	13810	4018408	510	920	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_single_first_deref	kernel	4	10000	45	5450	13626	4599800	510	920	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_packet_first_deref	kernel	0	10000	2224	6336	15840	11142860	592	1080	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_packet_first_deref	kernel	1	10000	2156	6391	15976	11071069	592	1080	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_packet_first_deref	kernel	2	10000	2586	7375	18437	11232987	592	1080	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_packet_first_deref	kernel	3	10000	2218	6457	16142	11190863	592	1080	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-control	x86	3	control	prefetch_packet_first_deref	kernel	4	10000	3232	7302	18256	10896643	592	1080	True	noop	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_single_first_deref	kernel	0	10000	64	None	None	3622781	600	920	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_single_first_deref	kernel	1	10000	64	None	None	3387679	600	920	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_single_first_deref	kernel	2	10000	64	None	None	4992392	600	920	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_single_first_deref	kernel	3	10000	64	None	None	3539460	600	920	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_single_first_deref	kernel	4	10000	64	None	None	3622648	600	920	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_packet_first_deref	kernel	0	10000	4043	None	None	10925897	704	1080	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_packet_first_deref	kernel	1	10000	4037	None	None	10367746	704	1080	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_packet_first_deref	kernel	2	10000	4162	None	None	10747249	704	1080	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_packet_first_deref	kernel	3	10000	4089	None	None	10601374	704	1080	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-control	arm64	3	control	prefetch_packet_first_deref	kernel	4	10000	4069	None	None	10604663	704	1080	True	noop	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_single_first_deref	kernel	0	10000	39	5982	14956	9623838	513	936	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_single_first_deref	kernel	1	10000	49	5983	14958	9700237	513	936	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_single_first_deref	kernel	2	10000	56	8987	22467	11937510	513	936	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_single_first_deref	kernel	3	10000	52	5983	14958	9639503	513	936	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_single_first_deref	kernel	4	10000	52	5983	14957	9576903	513	936	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_packet_first_deref	kernel	0	10000	1972	5984	14960	17038495	595	1096	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_packet_first_deref	kernel	1	10000	2064	6983	17459	17368616	595	1096	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_packet_first_deref	kernel	2	10000	2062	12987	32467	17139319	595	1096	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_packet_first_deref	kernel	3	10000	1956	5986	14965	17720829	595	1096	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-x86-r3-treatment	x86	3	treatment	prefetch_packet_first_deref	kernel	4	10000	1977	5985	14963	16789721	595	1096	True	prefetch	perf_event_open(cycles): No such file or directory; perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_single_first_deref	kernel	0	10000	64	None	None	11315735	608	936	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_single_first_deref	kernel	1	10000	64	None	None	11424973	608	936	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_single_first_deref	kernel	2	10000	64	None	None	13249533	608	936	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_single_first_deref	kernel	3	10000	64	None	None	11360011	608	936	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_single_first_deref	kernel	4	10000	64	None	None	11677553	608	936	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_packet_first_deref	kernel	0	10000	4048	None	None	19847959	704	1096	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_packet_first_deref	kernel	1	10000	4040	None	None	32719279	704	1096	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_packet_first_deref	kernel	2	10000	4040	None	None	19871714	704	1096	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_packet_first_deref	kernel	3	10000	4228	None	None	19935279	704	1096	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
pfd-v3-arm64-r3-treatment	arm64	3	treatment	prefetch_packet_first_deref	kernel	4	10000	4056	None	None	21642792	704	1096	True	prefetch	perf_event_open(instructions): No such file or directory; perf_event_open(branches): No such file or directory; perf_event_open(branch_misses): No such file or directory; perf_event_open(cache_references): No such file or directory; perf_event_open(cache_misses): No such file or directory
